location,source,target,ID,fuzzy,context,translator_comments,developer_comments
,S_rEFFohHh,"S ""И в чем суть твоего задания?""",,,,,
,M_nzDmkeLp,"M ""Все очень просто.""",,,,,
,M_MpCpgyPn,"M ""Ты могла уже замерить, какие качества в тебе меня могут заинтересовать.""",,,,,
,M_CQT9jLSs,"M ""Теперь должна доказать, что обладаешь ими в полной мере.""",,,,,
,M_JnLb8gU2,"M ""Тогда и только тогда я буду готова отдать свою эссенцию.""",,,,,
,S_HjGToECy,"S ""Я думала, что уже завоевала твое расположение.""",,,,,
,M_giP6kpSd,"M ""Расположение еще может быть, но никак не доверие.""",,,,,
,M_XKsfQq4i,"M ""Надеюсь, ты не думала, что меня впечатлить так легко?""",,,,,
,S_ZJBDzePz,"S ""Ещё бы…""",,,,,
,S_dXbCqFwA,"S ""(Легко было впечатлить только одно существо. На вторую такую удачу я даже не рассчитываю.)""",,,,,
,M_CisNZR5P,"M ""Если ты морально приготовилась, то мы можем раскрыть все карты.""",,,,,
,S_fw2hZLzP,"S ""Допустим, что я готова.""",,,,,
,M_fsVom8qE,"M ""Мне этого достаточно…""",,,,,
,M_tqTZ8DXW,"M ""Тебя ждёт особое испытание. Рассчитываю на то, что оно станет для тебя в новинку.""",,,,,
,M_mmYKpiLa,"M ""Так будет только интереснее!""",,,,,
,S_Uc9GBkR4,"S ""И в чем суть?""",,,,,
,M_G7btskjF,"M ""Мне нравится твой настрой.""",,,,,
,M_aTVfHiyo,"M ""Суть в том, чтобы выяснить, кто лучше трахает.""",,,,,
,S_fEsLsEt5,"S ""Трахает?""",,,,,
,M_3uwYt7DY,"M ""Именно.""",,,,,
,M_SpMnDktj,"M ""Меня заинтересовала твоя идея с живым инкубатором.""",,,,,
,M_E2C7pfoR,"M ""Это не сильно похоже на то, что будет происходить по итогу. Но твоя идея натолкнула меня на мысль о том, что я хочу от тебя увидеть.""",,,,,
,S_7Pwm2mE7,"S ""Мне все еще не ясно, чего именно ты от меня хочешь.""",,,,,
,M_TkjYoWTe,"M ""Мне не удалось раздобыть нам механизм, который бы показал, кто лучше орудует членом.""",,,,,
,S_CjKBnSwC,"S ""Погоди… Ты ничего не путаешь?""",,,,,
,narrator_RustJyTZ,"""Сара посмотрела на муталиска, а потом на себя. Взгляд девушки выражал недоумение.""",,,,,
,M_b36LYYWk,"M ""Нет, я ничего не путаю.""",,,,,
,M_bgYGuBQp,"M ""Ты все узнаешь на месте.""",,,,,
,M_JFd7HDkx,"M ""Так вот, нам придется делать все по старинке, используя живое существо.""",,,,,
,M_ixppwTwn,"M ""Тут есть небольшой 'моментик', из-за которого у тебя будет небольшое преимущество.""",,,,,
,M_M5eCL7Qx,"M ""Все же у тебя не так много опыта, а значит мы уравнены.""",,,,,
,S_jdvhhLGr,"S ""Удивительно, что у тебя его много.""",,,,,
,S_4kLLTnxL,"S ""Но… Как мы будем проверять, насколько хороши?""",,,,,
,M_UUEqY7Hj,"M ""Не переживай, для этого у меня есть кое-что. Этот механизм придумали еще давно! Главная загвоздка это найти живое существо.""",,,,,
,S_XoX6zSsW,"S ""(Преимущество… Неужели Владычица решила себя развлечь?)""",,,,,
,S_SQTZ6nYH,"S ""(Давно я ее не видела.)""",,,,,
,S_P3zZFFvG,"S ""А член…?""",,,,,
,M_dkTFyuDA,"M ""У меня начинает создаваться впечатление, что тебе не так уж и нужна моя эссенция. Либо ты не хочешь участвовать в моем испытании, Сара.""",,,,,
,S_HoYxCVWi,"S ""Нет, я искренне не понимаю.""",,,,,
,M_mEtWcP8t,"M ""Что ж, члена сейчас у тебя, может, и нет.""",,,,,
,M_ZYXSNdm7,"M ""Но если смогла она, та вторая, то и ты сможешь! Ведь как-никак вы делите одно тело.""",,,,,
,narrator_HvEdEY2x,"""Сара попыталась представить, как сделает себе член. Как будет им пользоваться, почти как Королева Клинков, и от этой мысли пробрала дрожь. Приглушенно девушка почувствовала те ощущения, которые помнила от подобного опыта с Королевой Клинков в своем сне.""",,,,,
,S_92jH7kW9,"S ""Я даже не знаю… Я никогда этого не делала и даже не думала о подобном. Побывать на противоположной стороне…""",,,,,
,S_TsZampQJ,"S ""(Это может быть интересно.)""",,,,,
,S_nYcoSDqv,"S ""Но я не знаю, как именно это делать... создавать себе член. В прошлый раз это было бессознательно.""",,,,,
,M_hmQcjQ2y,"M ""Об этом не волнуйся. Главное один раз попробовать и все пойдет по наитию.""",,,,,
,M_tH76zWhX,"M ""Но я знаю точно. Если ты уже делала это однажды, то это возможно.""",,,,,
,S_93Fkcf3X,"S ""Это однажды было у меня в голове…""",,,,,
,S_bRRgquad,"S ""Можно ли это вообще считать за раз? Не смотря на то, что все было как настоящее…""",,,,,
,S_C4r9xBZk,"S ""Сном это назвать будет трудно.""",,,,,
,M_cpbDfPRP,"M ""Ты думаешь о лишних вещах, отдайся своему внутреннему чутью. Сегодня мне не нужна твоя сухая рассудительность.""",,,,,
,M_TL3gKE8X,"M ""Если ты не передумала, конечно.""",,,,,
,S_o2g87DLD,"S ""Я… Мне нужно время, чтобы все это обдумать…""",,,,,
,M_m77phnm2,"M ""Хм... Я не одобряю такой подход, но выбор за тобой. """,,,,,
,M_7EqLBbLL,"M ""Долго с этим не тяни, я в предвкушении нашей схватки.""",,,,,
,M_eQZZSFyh,"M ""Приходи, когда почувствуешь свою готовность.""",,,,,
,M_HzLnbWrt,"M ""Решила меня подразнить?""",,,,,
,M_RjxWdZ83,"M ""Я в предвкушении нашей схватки…""",,,,,
,M_QFbV82nP,"M ""Так каково твое решение?""",,,,,
,S_mCFxRQHx,"S ""Давай покончим c этим прямо сейчас.""",,,,,
,M_KLUXsmd8,"M ""Готова?""",,,,,
,S_93HqwaUf,"S ""Да. Я готова.""",,,,,
,M_eccCMhVf,"M ""Что ж, я рада видеть тебя в хорошем расположении духа.""",,,,,
,M_aJgGcGuv,"M ""Я ценю твою решимость.""",,,,,
,S_bBHD7YNQ,"S ""Эй, что ты делаешь...""",,,,,
,M_6CcAtdjD,"M ""Я оставляю за собой право немного потянуть интригу.""",,,,,
,M_FFeJ9NcR,"M ""Все же ты тоже решила меня помучить при первой возможности.""",,,,,
